2.565,1000
1.955,1500
1.898,2250
1.705,3375
2.054,5062
2.046,7593
2.554,11389
1.664,17083
2.295,25624
2.283,38436
2.402,57654
2.124,86481
2.164,129721
2.174,194581
1.869,291871
1.945,437806
2.063,656709
2.055,985063
2.228,1477594
2.421,2216391
1.934,3324586
2.518,4986879
2.152,7480318
1.974,11220477
1.957,16830715
