8.484,1000
8.88,1500
9.239,2250
9.633,3375
9.999,5062
10.365,7593
10.759,11389
11.139,17083
11.536,25624
11.934,38436
12.249,57654
12.565,86481
12.903,129721
13.192,194581
13.39,291871
13.578,437806
13.916,656709
13.876,985063
13.967,1477594
14.36,2216391
14.603,3324586
14.858,4986879
15.084,7480318
14.443,11220477
13.346,16830715
