2.261,1000
1.941,1500
1.696,2250
1.59,3375
1.744,5062
2.404,7593
2.086,11389
2.28,17083
2.157,25624
2.376,38436
1.793,57654
2.218,86481
2.139,129721
2.681,194581
2.143,291871
2.065,437806
2.006,656709
2.094,985063
2.262,1477594
2.606,2216391
2.185,3324586
2.078,4986879
2.394,7480318
2.254,11220477
1.798,16830715
