2.445,1000
2.025,1500
1.669,2250
1.685,3375
1.462,5062
1.354,7593
2.075,11389
2.431,17083
2.124,25624
2.084,38436
2.087,57654
2.05,86481
2.06,129721
1.915,194581
2.095,291871
1.831,437806
2.148,656709
1.585,985063
2.034,1477594
2.082,2216391
2.123,3324586
2.253,4986879
2.523,7480318
2.068,11220477
1.684,16830715
