2.052,1000
1.814,1500
1.764,2250
1.482,3375
1.559,5062
1.557,7593
1.473,11389
2.054,17083
1.878,25624
1.805,38436
1.755,57654
1.781,86481
2.188,129721
2.053,194581
1.935,291871
2.221,437806
2.258,656709
2.389,985063
1.502,1477594
1.965,2216391
1.468,3324586
2.22,4986879
2.277,7480318
2.297,11220477
1.489,16830715
