2.161,1000
1.924,1500
1.96,2250
1.955,3375
1.989,5062
2.07,7593
2.275,11389
2.273,17083
2.261,25624
2.294,38436
2.218,57654
2.241,86481
2.502,129721
2.457,194581
2.376,291871
2.342,437806
2.327,656709
2.229,985063
2.335,1477594
2.329,2216391
2.193,3324586
2.29,4986879
2.402,7480318
2.06,11220477
2.222,16830715
