1.502,1000
1.337,1500
1.21,2250
1.189,3375
1.087,5062
1.054,7593
1.03,11389
1.046,17083
1.112,25624
1.121,38436
1.136,57654
1.148,86481
1.146,129721
1.15,194581
1.152,291871
1.15,437806
1.167,656709
1.154,985063
1.154,1477594
1.175,2216391
1.166,3324586
1.165,4986879
1.163,7480318
1.1,11220477
0.981,16830715
