2.289,1000
2.111,1500
2.027,2250
1.994,3375
2.067,5062
2.244,7593
2.217,11389
2.282,17083
2.352,25624
2.495,38436
2.396,57654
2.315,86481
2.256,129721
2.394,194581
2.406,291871
2.485,437806
2.348,656709
2.341,985063
2.451,1477594
2.378,2216391
2.281,3324586
2.314,4986879
2.51,7480318
2.121,11220477
2.267,16830715
